483.9,483,484.7,485.1,484.2,486,499.8,496.8,502.7,315.9,311.7,320.1,320.1,310.2,330.2,394.3,391.1,397.6
483.7,482.8,484.5,484.9,484,485.9,499.6,496.7,502.6,315.8,311.6,320,319.9,310,329.9,394.3,391,397.5
74.2,73.8,74.5,75.2,74.9,75.6,68.2,67.2,69.3,47.7,46.2,49.3,42,38.6,45.6,54.2,53,55.3
