1999,4,0,0,0,0
2000,10,0,1,0,0
2001,12,0,0,0,0
2002,14,0,0,0,0
2003,22,0,0,0,0
2004,33,0,0,0,0
2005,64,0,2,0,0
2006,70,0,1,0,0
2007,79,1,0,0,0
2008,122,0,5,0,0
2009,146,0,5,0,0
2010,204,2,5,0,0
2011,249,1,13,0,0
2012,322,1,6,0,0
2013,449,0,16,0,0
