1999.0,160267.0,17293.0,2728.0,6023.0,620.0
2000.0,161087.0,17103.0,3026.0,5986.0,681.0
2001.0,165582.0,17754.0,3090.0,6397.0,747.0
2002.0,167381.0,17838.0,3229.0,6614.0,777.0
2003.0,179414.0,20567.0,3567.0,6979.0,832.0
2004.0,180085.0,20827.0,3692.0,7251.0,921.0
2005.0,183629.0,21257.0,3937.0,7436.0,958.0
2006.0,184537.0,21276.0,4039.0,7624.0,946.0
2007.0,185448.0,21575.0,4261.0,8007.0,987.0
2008.0,187798.0,21808.0,4438.0,8282.0,1102.0
2009.0,187220.0,22551.0,4724.0,8443.0,1075.0
2010.0,184277.0,22478.0,4835.0,8459.0,1158.0
2011.0,182576.0,22421.0,4917.0,8718.0,1115.0
2012.0,183769.0,22854.0,5158.0,8747.0,1134.0
2013.0,182352.0,22489.0,5446.0,9135.0,1175.0
