1999.0,165628.0,16274.0,4156.0,9755.0,680.0
2000.0,165012.0,16368.0,4279.0,10454.0,697.0
2001.0,168840.0,16912.0,4614.0,10665.0,785.0
2002.0,166379.0,17448.0,4936.0,11114.0,813.0
2003.0,167773.0,19707.0,5068.0,11398.0,857.0
2004.0,167999.0,20249.0,5442.0,11893.0,853.0
2005.0,170148.0,20631.0,5719.0,12920.0,871.0
2006.0,173228.0,21610.0,5982.0,13391.0,919.0
2007.0,177642.0,22736.0,6392.0,14059.0,1052.0
2008.0,181837.0,23460.0,6969.0,14948.0,1004.0
2009.0,181837.0,23460.0,6969.0,14948.0,1004.0
2010.0,181897.0,24634.0,7681.0,15484.0,1064.0
2011.0,186101.0,25716.0,8021.0,16701.0,1198.0
2012.0,188222.0,25921.0,8427.0,17140.0,1170.0
2013.0,191077.0,26854.0,8914.0,18066.0,1272.0
