Cell Line Name
B0055
B0058
B0072
B0078
B0082
B0090
B104
B104-R3
B1203L
B2-17
BALL-1
BBM
BC-1
BC-2
BC-3
BC-3C
BCNS1KO
BCP-1
BD-215
BDCM
BE(2)-C
BE(2)-M17
BE-13
BEAS-2B
BEN
BEN-MEN-1
BFTC-905
BFTC-909
BHL-89
BHT-101
BHY
BICR 10
BICR 16
BICR 18
BICR 22
BICR 3
BICR 31
BICR 56
BICR 6
BICR 78
BICR 82
BJ
BJ-5ta
BJAB
BL-2
BL-41
BL-70
BLUE-1
BM-1604
BOKU
BONNA-12
BOY-12E
BPH-1
BRISTOL 8
BS-SHI-4M
BS2CH
BSCC-93
BSL2KA
BT-20
BT-474
BT-483
BT-549
BT-B
BU-ML
BUD-8
BV-173
BZR
Ba Pot
Be Ar
Be Sal
Be Tim
BeWo
Becker
Ber Lin
Bi Fin
Bing
Bo Gin
Bob
Bu25 TK-
BxPC-3
C 211
C-33 A
C-4 I
C-4 II
C-433
C-4I
C13589
C170
C1R-B7
C2BBe1
C32
C32TG
C378
C38
C386
C3A
C430
C5/MJ
C5B7
C8166
C831L
CA46
CADO-ES1
CAL 27
CAL 29
CAL 33
CAL 39
CAL 54
CAL 62
CAL 72
CAL 78
CAL-120
CAL-12T
CAL-148
CAL-51
CAL-85-1
CAMA-1
CASMC
CB-3512
CCD 1102 KERTr
CCD 1103 KIDTr
CCD 1105 KIDTr
CCD 1106 KERTr
CCD 1108Sk
CCD 18Lu
CCD 841 CoN
CCD 841 CoTr
CCD-1037Sk
CCD-1058Sk
CCD-1059Sk
CCD-1064Sk
CCD-1065Sk
CCD-1068Sk
CCD-1069Sk
CCD-1070Sk
CCD-1072Sk
CCD-1074Sk
CCD-1076Sk
CCD-1077Sk
CCD-1079Sk
CCD-1086Sk
CCD-1087Sk
CCD-1090Sk
CCD-1092Sk
CCD-1093Sk
CCD-1094Sk
CCD-1095Sk
CCD-1096Sk
CCD-1097Sk
CCD-1098Sk
CCD-1099Sk
CCD-1100Sk
CCD-1101Sk
CCD-1109Sk
CCD-1112Sk
CCD-1113Sk
CCD-1114Sk
CCD-1117Sk
CCD-1118Sk
CCD-112 CoN
CCD-1120Sk
CCD-1121Sk
CCD-1122Sk
CCD-1123Sk
CCD-1124Sk
CCD-1126Sk
CCD-1127Sk
CCD-1128Sk
CCD-1129SK
CCD-1131Sk
CCD-1132Sk
CCD-1134Sk
CCD-1135Sk
CCD-1136Sk
CCD-1137Sk
CCD-1138Sk
CCD-1139Sk
CCD-1140Sk
CCD-1141Sk
CCD-11Lu
CCD-13Lu
CCD-14Br
CCD-16Lu
CCD-186Sk
CCD-18Co
CCD-19Lu
CCD-25Lu
CCD-25Sk
CCD-27Sk
CCD-29Lu
CCD-32Lu
CCD-32Sk
CCD-33Co
CCD-33Lu
CCD-34Lu
CCD-34Sk
CCD-37Lu
CCD-39Lu
CCD-39Sk
CCD-42Sk
CCD-43Sk
CCD-8Lu
CCD-944Sk
CCD-973Sk
CCD-986Sk
CCF-STTG1
CCK-81
CCRF-CEM
CCRF-HSB-2
CCRF-SB
CEM-CM3
CEM/C1
CEM/C2
CESS
CF1TKB
CFPAC-1
CGM1
CGTH-W-1
CH1
CH1Cis
CHA-59
CHI52
CHL-1
CHP 3 (M.W.)
CHP 4 (W.W.)
CHP-126
CHP-134
CHP-212
CHSA 0011
CHSA 0108
CHSA8926
CI-1
CJM
CJM Cl4
CJM Cl5
CJM Cl6
CJM Cl7
CJM Cl8
CL 21
CL-11
CL-14
CL-34
CL-40
CLA1RGB
CMK
CMK-11-5
CMK-86
CML-T1
CO 88BV59-1
COLO 201
COLO 205
COLO 206F
COLO 320
COLO 320DM
COLO 320DMF
COLO 320HSR
COLO 668
COLO 677
COLO 678
COLO 679
COLO 680N
COLO 684
COLO 685
COLO 699
COLO 699N
COLO 704
COLO 720E
COLO 720L
COLO 738
COLO 741
COLO 775
COLO 783
COLO 792
COLO 794
COLO 800
COLO 818
COLO 824
COLO 829
COLO 829BL
COLO 839
COLO 849
COLO 853
COLO 857
COLO 858
COR-L105
COR-L23
COR-L24
COR-L26
COR-L279
COR-L303
COR-L311
COR-L32
COR-L321
COR-L47
COR-L51
COR-L64
COR-L88
COR-L95
COV318
COV362
COV413A
COV413B
COV434
COV504
COV644
CPC-N
CPT-K5
CRO-AP2
CRO-AP3
CRO-AP5
CRO-AP6
CS1
CS1R
CS2AW
CS2OS
CTB-1
CTV-1
CW-2
CX-1
Ca Ski
Ca9-22
CaR-1
Caco-2
Caki-1
Caki-2
Calu-1
Calu-3
Calu-6
Caov-3
Caov-4
Capan-1
Capan-2
Cates-1B
Ce Ar
Ce Geg
Ce Wal
ChaGo-K-1
Chab1KMM
Chang Liver
Clone 15 HL-60
Co88BV59H21-2
Co88BV59H21-2V67-66
CoCM-1
Cri du Chat
D1.1
D283 Med
D341 Med
D422T
D98/AH2
DAKIKI
DAN-G
DB
DBTRG-05MG
DEL
DEOC-1
DERL-2
DERL-7
DFCI-LU011
DG-75
DJM-1
DK-MG
DL-40
DLD-1
DM-3
DMS 114
DMS 153
DMS 273
DMS 454
DMS 53
DMS 79
DMS 92
DND-39
DND-41
DOGKIT
DOGUM
DOHH-2
DOK
DOV 13
DRO90-1
DS-1
DU 145
DU4475
DV-90
Da Bon
Da Cav
Da Hol
Da Mo
Dami
Daoy
Daudi
De Gin
De Te
Dempsey
Detroit 510
Detroit 525
Detroit 529
Detroit 532
Detroit 539
Detroit 548
Detroit 551
Detroit 562
Detroit 573
DoTc2 4510
E.H.IV (Elaine IV)
EB
EB-3
EB1
EB2
EBC-1
EC-GI-10
ECC-1
ECC10
ECC12
ECC4
ECV-304
EEB
EFE-184
EFM-19
EFM-192A
EFM-192B
EFM-192C
EFO-21
EFO-27
EGI-1
EHEB
EJ-1
EJ138
EJM
EKVX
EL 1
EM-2
EM-3
EN
EOL-1
EPLC-272H
ES-2
ESS-1
EVSA-T
EW 7476
EZZ (TOU II-4)
El Don
Em Ar
EoL-1 cell
EoL-3
Eos-HL-60
F-36E
F-36P
F.thy 62891
FA18JTO
FA9JTO
FA9JTOTERT
FCP-S1M
FCP-S2H
FCP-S3H
FCP-S4H
FCP-S5H
FCP-S6H
FHC
FHs 173We
FHs 738Lu
FHs 74 Int
FKH-1
FL
FL (HeLa derivative)
FL 62891
FLAM-76
FLYA13
FLYRD18
FPC15JTO
FPC5JTO
FS-1
FTC-133
FTC-236
FTC-238
FU-OV-1
FU-RPNT-1
FU-RPNT-2
FU97
FaDu
Farage
Fe Bos
Flow2000
Flow3000
Flow7000
"G-292, clone A141B1"
G-361
G-401
G-402
G-415
G-MEL
G111
G112
G118
G120
G121
G122
G124
G130
G140
G141
G142
G22
G28T
G44
G59
G61
G84
G96
GA-10
GAK
GAMG
GB-1
GBM1-HAM
GCH-nu-YS
GCIY
GCT
GDM-1
GF-D8
GFPu-1
GH329
GH354
GI-1
GI-ME-N
GIRARDI HEART
GIRARDI HEART C2
GIRARDI HEART C7
GK-5
GLAG-66
GM06989
GM18946
GM1899A
GM2-1TKB
GMS-10
GOS-3
GOTO
GOTO?P3
GP2d
GP5d
GR-M
GR-ST
GRANTA-519
GS-109-IV-8
GS-109-V-20
GS-109-V-21
GS-109-V-34
GS-109-V-63
GS33JTO
GS7OJTO
GSS
GSU
GTL-16
GUMBUS
Ga Va
Gam Per
Gap Per
Go Je
H-111-TC
H-AE-IV
H-EMC-SS
H/Chondro
H103
H2052
H322T
H3255
H33HJ-JA1
H357
H4
H69AR
H7D7A
H7D7B
H7D7C
H7D7D
H9
H9 T
H9/HTLV-IIIB
HAAE-1
HAAE-2
HAEC
HAL-01
HARA
HARA-B
HB
HBCx-13A
HBE4-E6/E7
HBE4-E6/E7-C1
HBL-1
HBL-100
HC-1
HCA-1
HCA-24
HCA-46
HCA-7
HCC-15
HCC10
HCC1007
HCC1007 BL
HCC1008
HCC1010
HCC103
HCC1033
HCC1035
HCC1037
HCC1042
HCC1054
HCC1057
HCC1068
HCC1106
HCC1115
HCC1139
HCC1140
HCC1143
HCC1143 BL
HCC1158
HCC1159
HCC1162
HCC1171
HCC1187
HCC1187 BL
HCC1192
HCC1195
HCC12
HCC1205
HCC1210
HCC1217
HCC122
HCC1220
HCC1260
HCC1261
HCC1263
HCC1266
HCC128
HCC1311
HCC1313
HCC1314
HCC1319
HCC1323
HCC1347
HCC1354
HCC1359
HCC1360
HCC1367
HCC1375
HCC1385
HCC1386
HCC1393
HCC1395
HCC1395 BL
HCC1403
HCC1405
HCC1419
HCC1426
HCC1428
HCC1428 BL
HCC1437
HCC1438
HCC1445
HCC1448
HCC1482
HCC149
HCC1493
HCC1498
HCC1500
HCC1501
HCC1510
HCC1534
HCC1561
HCC1569
HCC1576
HCC1581
HCC1588
HCC1595
HCC1599
HCC1599 BL
HCC1623
HCC1629
HCC1637
HCC1671
HCC1683
HCC1685
HCC1686
HCC1688
HCC1705
HCC1719
HCC1739
HCC1739 BL
HCC1772
HCC1806
HCC1819
HCC1820
HCC1833
HCC1895
HCC1897
HCC19
HCC1908
HCC193
HCC1937
HCC1937 BL
HCC1943
HCC1944
HCC1945
HCC1954
HCC1954 BL
HCC1963
HCC1972
HCC1974
HCC1975
HCC20
HCC202
HCC2036
HCC2038
HCC2041
HCC2098
HCC2099
HCC2108
HCC2141
HCC2157
HCC2157 BL
HCC2185
HCC2218
HCC2218 BL
HCC2270
HCC2277
HCC2279
HCC229
HCC2302
HCC2307
HCC2308
HCC2312
HCC2344
HCC2352
HCC2374
HCC2389
HCC2393
HCC2414
HCC242
HCC2429
HCC2433
HCC2450
HCC2565
HCC2621
HCC263
HCC2637
HCC267
HCC2677
HCC2688
HCC2695
HCC2713
HCC2771
HCC2783
HCC2814
HCC2846
HCC2858
HCC2877
HCC2879
HCC2885
HCC2911
HCC2935
HCC2958
HCC2962
HCC2974
HCC2998
HCC3051
HCC31
HCC3153
HCC317
HCC3172
HCC3212
HCC3270
HCC33
HCC3303
HCC3335
HCC3418
HCC345
HCC364
HCC366
HCC374
HCC379
HCC38
HCC38 BL
HCC4000
HCC4001
HCC4002
HCC4003
HCC4004
HCC4005
HCC4006
HCC4011
HCC4012
HCC4017
HCC4018
HCC4019
HCC4021
HCC4032
HCC407
HCC41
HCC420
HCC435
HCC44
HCC446
HCC461
HCC48
HCC5
HCC515
HCC555
HCC56
HCC590
HCC597
HCC60
HCC630
HCC653
HCC70
HCC711
HCC712
HCC78
HCC824
HCC826
HCC827
HCC841
HCC845
HCC850
HCC853
HCC880
HCC889
HCC89
HCC90
HCC95
HCC954
HCC956
HCC970
HCC973
HCC985
HCE-2
HCE-T
HCE7
HCEC-12
HCEC-B4G12
HCEC-H9C1
HCN-1A
HCN-2
HCS-2
HCSC-1
HCT 116
HCT-15
HCT-8
HD-70
HD-MAR
HD-MY-Z
HD-Mar2
HDC
HDLM-2
HDQ-P1
HE-1
HE-LU(Rifkin)
HE-SK
HE12
HE13
HE16
HE18
HE19
HE21
HE22
HE27
HE28
HE29
HE30
HE31
HE32
HE33
HE34
HE36
HE37
HE38
HE39
HE40
HE41
HE42
HE46
HE47
HE48
HE49
HE50
HE51
HE52
HE53
HE54
HE55
HE57
HEC-1
HEC-1-A
HEC-1-B
HEC-108
HEC-116
HEC-151
HEC-155
HEC-180
HEC-251
HEC-265
HEC-50B
HEC-59
HEC-6
HEC-88nu
HEKn
HEL
HEL 12469
HEL 299
HEL 92.1.7
HEPM
HEY
HEp-2
HF 282.Sp
HF 322.Sk
HF 333.We
HF 345.We
HF 358.We
HF19
HFAE-2
HFF-1
HFF-2
HFFF2
HFL-AE-I
HFL-AE-II
HFL-AE-III
HFL-AE-VI
HFL-AE-VII
HFL-I
HFL-II
HFL-III
HFL1
HFL9t
HFLI-AE-VII
HFSK9t
HFSKF-AE-V
HFSKF-AE-VII
HFSKF-II
HFWT
HFb16d
HG-261
HGC-27
HGF-1
HGRT
HH
HH-8
HHUA
HIAE-101
HIAE-38
HIAE-55
HIAE-65
HIAE-78
HIRS-BM
HIVE-26
HIVE-55
HIVE-65
HIVE-78
HIVS-125
HKA-1
HKB-11
HKB-11 
HKBML
HKBMM
HKMUS
HKMUS-SF
HKb20
HL
HL-60
HLC-1
HLCL-1
HLE
HLF
HLF-a
HLtat
HM7
HMC-1-8
HMCB
HMEC
HMMME
HMT-3522
HMVEC
HMVII
HMY-1
HMy2.CIR
HN
HNE-1
HNT-34
HO-1-N-1
HO-1-u-1
HOCE
HOEF
HOKUG
HOMM
HONE-1
HOP-18
HOP-62
HOP-92
HOS
HOTHC
HOTHC-SF
HOUA-I
HOUFXXX
HP
HP100-1
HP50-2
HPAC
HPAE-26
HPAF-II
HPB-ALL
HPB-MLT
HPDE6
HPVE-26
HR5
HR5-CL11
HRA-16
HRA-19
HRA-19a1.1
HRA-19a1.1 Alpha 2F
HRA-19a1.1 Alpha2 B
HRA-19a1.1 Alpha2Alpha1 B
HRA-19a1.1 Alpha2Alpha1 E
HRT-18
HS-27A
HS-ES-1
HS-ES-2M
HS-ES-2R
HS-K
HS-Os-1
HS-PSS
HS-SY-II
HS-Sch-2
HS-Sultan
HSB-2
HSC-1
HSC-2
HSC-3
HSC-39
HSC-4
HSC-41
HSC-42
HSC-5
HSG (HeLa derivative)
HSGc-C5
HSKTC
HSNB
HSQ-89
HT
HT 297.T
HT-1080
HT-1197
HT-1376
HT-1417
HT-144
HT-29
HT-3
HT-55
HT-728.T
HT-762.T
HT-768.M
HTC/C3
HTK-
HTMM
HTMMT
HTOA
HTST
HTZ17BE
HUC-F
HUC-F2
HUC-Fm
HUC-Fm2
HUP-T3
HUP-T4
HUV-EC-C
HUVE-12
HUVEC
HUVS-112D
HX
HYT-1
Ha Fe
HaCaT
He We
HeLa
Hep 3B
Hep 3B2
Hep 3B2.1-7
Hep G2
Het-1A
Hs 1.Int
Hs 1.Lu
Hs 1.Sk/Mu
Hs 1.Tes
Hs 103.Sp/Th
Hs 104.Sp/Th
Hs 112.Sk
Hs 115.Lu
Hs 127.T
Hs 13.Sk
Hs 132.T
Hs 137.Fs
Hs 14.T
Hs 142.Sp
Hs 142.Th
Hs 143.We
Hs 144.We
Hs 15.T
Hs 154.Fs
Hs 156.T
Hs 165.Fs
Hs 168.Fs
Hs 172.T
Hs 173.Sp
Hs 173.We
Hs 174.We
Hs 18.Fs
Hs 181.Sk
Hs 181.Tes
Hs 184.Sk
Hs 184.T
Hs 186.Sk
Hs 188.T
Hs 190.T
Hs 193.Sp
Hs 195.T
Hs 198.Ton
Hs 2.We
Hs 200.T
Hs 201.Sk
Hs 202.Sp
Hs 202.Th
Hs 203.Sp
Hs 203.Th
Hs 204.Sp
Hs 208.Sp
Hs 208.Th
Hs 209.Sp
Hs 21.Fs
Hs 212.M
Hs 215.Ln
Hs 215.Sp
Hs 215.Th
Hs 216.We
Hs 218.Lu
Hs 219.T
Hs 221.Sp
Hs 221.Th
Hs 222.Sp
Hs 225.Th
Hs 228.T
Hs 229.T
Hs 230.Sp
Hs 230.Th
Hs 232.Sp
Hs 232.Th
Hs 234.Th
Hs 235.Sk
Hs 238.Sk
Hs 24.Fs
Hs 255.T
Hs 257.T
Hs 268.T
Hs 27
Hs 274.T
Hs 275.Sk
Hs 277.T
Hs 280.T
Hs 281.T
Hs 284.Pe
Hs 294.T
Hs 295.Sk
Hs 295.T
Hs 3.Sk
Hs 3.T
Hs 313.T
Hs 319.T
Hs 324.T
Hs 325.Ln
Hs 329.T
Hs 343.T
Hs 344.T
Hs 350.T
Hs 357.T
Hs 362.T
Hs 364.Ct
Hs 365.Ct
Hs 371.T
Hs 372.Sk
Hs 38.T
Hs 383.Sk
Hs 387.T
Hs 389(A).Lu
Hs 389(B).Lu
Hs 39.T
Hs 391.We
Hs 392.Sk
Hs 394.Lu
Hs 394.Sk
Hs 395.We
Hs 397.Lu
Hs 399.Li
Hs 401.Lu
Hs 402.Sk
Hs 404.Sk
Hs 405.Sk
Hs 409.We
Hs 410.We
Hs 412.Lu
Hs 413.We
Hs 414.T
Hs 415.Sk
Hs 416.T
Hs 417.Lu
Hs 432.T
Hs 443.T
Hs 445
Hs 446.Sk
Hs 45.Fs
Hs 454.T
Hs 456.Bt
Hs 456.Sk
Hs 46.Fs
Hs 466.Sk
Hs 467.Sk
Hs 468.Lu
Hs 469.Sk
Hs 479.T
Hs 48.Fs
Hs 483.Sk
Hs 483.T
Hs 49.Fs
Hs 491.T
Hs 5.T
Hs 505.T
Hs 507.Sk
Hs 517.Sk
Hs 518.T
Hs 52.Sk
Hs 52.Th
Hs 523.Sk
Hs 53.T
Hs 531.Sk
Hs 540.T
Hs 544..Sk
Hs 545.Sk
Hs 548.Sk
Hs 55.Fs
Hs 556.Sk
Hs 559.Sk
Hs 56.Fs
Hs 564(E).Mg
Hs 565(A).Mg
Hs 565(D).Mg
Hs 566(B).T
Hs 568.We
Hs 57.T
Hs 571.T
Hs 573.Lu
Hs 573.T
Hs 574.Sk
Hs 574.T
Hs 578Bst
Hs 578T
Hs 579.Mg
Hs 58.Fs
Hs 586.T
Hs 587.Int
Hs 588.T
Hs 590.We
Hs 60.Fs
Hs 600.T
Hs 602
Hs 604.T
Hs 605.Sk
Hs 605.T
Hs 606
Hs 606.Sk
Hs 61.Fs
Hs 610.Sk
Hs 611.T
Hs 613.Sk
Hs 616.T
Hs 617.Mg
Hs 618.T
Hs 62.Fs
Hs 621.Sk
Hs 622.Sk
Hs 63.T
Hs 630.T
Hs 633T
Hs 636.T
Hs 66.Sk/Mu
Hs 67
Hs 67.Th
Hs 674.Sk
Hs 674.T/cc
Hs 675.T
Hs 677.Sk
Hs 677.Tg
Hs 68
Hs 680.Rec
Hs 680.Sk
Hs 680.Tg
Hs 680.Tr
Hs 683
Hs 687.Sk
Hs 688(A).T
Hs 688(B).T
Hs 69.Fs
Hs 692(A).T
Hs 695.Sk
Hs 695T
Hs 696
Hs 696.Sk
Hs 697.Ln
Hs 697.Sp
Hs 698.T
Hs 69ST
Hs 70.Fs
Hs 700.Sk
Hs 700T
Hs 701.T
Hs 704.Sk
Hs 704.T
Hs 706.Sk
Hs 706.T
Hs 707(A).T
Hs 707(B).Ep
Hs 709.Sk
Hs 709.T
Hs 72.Fs
Hs 722.T
Hs 726.Pl
Hs 728.Sk/Mu
Hs 728.Sp
Hs 729
Hs 729.T
Hs 730.Pl
Hs 731.Sk
Hs 733.Sk
Hs 734.Sk
Hs 735.T
Hs 737.T
Hs 738.Lu
Hs 738.St/Int
Hs 739.Sk
Hs 739.T
Hs 740.Sk
Hs 740.T
Hs 741.Sk
Hs 741.T
Hs 742.Sk
Hs 742.T
Hs 746T
Hs 748.T
Hs 749.Sk
Hs 751.T
Hs 755(B).T
Hs 757.T
Hs 762.Sk
Hs 764.Mu
Hs 766T
Hs 769.T
Hs 77.Fs
Hs 774.Pl
Hs 777.T
Hs 778(A).T
Hs 778(B).T
Hs 781.Sk
Hs 781.T
Hs 782.Sk
Hs 782.T
Hs 788.Sk
Hs 789.Sk
Hs 789.T
Hs 791.Sk
Hs 792(A).T
Hs 792(B).T
Hs 792(C).M
Hs 793.Sk
Hs 793.T
Hs 795.Pl
Hs 798.Pl
Hs 799.Pl
Hs 80.Fs
Hs 801.Pl
Hs 803.Sk
Hs 803.T
Hs 805.T
Hs 811.T
Hs 813.Sk
Hs 814.Sk
Hs 814.T
Hs 815.Pl
Hs 819.T
Hs 820.Sk
Hs 820.T
Hs 821.Sk
Hs 821.T
Hs 822.T
Hs 824.Sk
Hs 828.Sk
Hs 832(C).T
Hs 833(C).Sk
Hs 834.T
Hs 836.Sk
Hs 839.T
Hs 840.T
Hs 841.T
Hs 844.Sk
Hs 845.T
Hs 846.Sk
Hs 846.T
Hs 849.T
Hs 851.T
Hs 852.T
Hs 854.Sk
Hs 855.Sk
Hs 855.T
Hs 856.T
Hs 859.T
Hs 86.Fs
Hs 860.T
Hs 861.T
Hs 863.T
Hs 864.Sk
Hs 864.T
Hs 865.Sk
Hs 866.T
Hs 867.Sk
Hs 868.T
Hs 870.T
Hs 871.Sk
Hs 871.T
Hs 873.T
Hs 874.T
Hs 875.T
Hs 877.T
Hs 879(B).T
Hs 88.T
Hs 880.T
Hs 883.T
Hs 885.T
Hs 888.Lu
Hs 888.Sk
Hs 888.T
Hs 889.Sk
Hs 889.T
Hs 890.Sk
Hs 890.T
Hs 891.T
Hs 892.T
Hs 894(A).T
Hs 894(B).T
Hs 894(C).T
Hs 894(D).T
Hs 894(E).Lu
Hs 895.Sk
Hs 895.T
Hs 898.Sk
Hs 898.T
Hs 899(A).T
Hs 899(B).T
Hs 899(C).T
Hs 899(D).Lu
Hs 900.T
Hs 903.Sk
Hs 903.T
Hs 904.Sk
Hs 904.T
Hs 905.T
Hs 906(A).T
Hs 906(B).T
Hs 907.Lu
Hs 908.Sk
Hs 910.Sk
Hs 910.Thm
Hs 912.T
Hs 913(B).T
Hs 913(C).T
Hs 913(D).T
Hs 913(F).T
Hs 913T
Hs 914
Hs 915
Hs 916
Hs 917.T
Hs 919.Sk
Hs 919.T
Hs 924.Sk
Hs 925.Sk
Hs 925.T
Hs 926.T
Hs 929.Sk
Hs 93.T
Hs 933.T
Hs 934.T
Hs 935.T
Hs 936.T
Hs 936.T(C1)
Hs 938.T
Hs 939.T
Hs 94.T
Hs 940.T
Hs 941.T
Hs 944.T
Hs 97.Fs
Hu5/E18
HuCCT1
HuG1-N
HuG1-PI
HuH-28
HuH-6
HuH-7
HuH-7D12
HuNS1
HuO-3N1
HuO9
HuO9N2
HuT 102
HuT 78
HuTu 80
Human Mucosal cells
I 2.1
I 9.2
IA-5
IA-LM
IB3-1
IGR-1
IGR-37
IGR-39
IGROV-1
IHH-4
II b
II-18
ILT-Mat
IM-9
IM-95
IM-95m
IMR-32
IMR-90
IPC-298
ITO-II
Ishikawa
Ishikawa (Heraklio) 02 ER-
J-111
J.CaM1.6
J.RT3-T3.5
J.gamma1
J45.01
J82
JAR
JEG-3
JEKO-1
JHCA-ov
JHCOLOYI
JHH-1
JHH-2
JHH-4
JHH-5
JHH-6
JHH-7
JHOC-5
JHOC-7
JHOC-8
JHOC-9
JHOM-1
JHOM-2B
JHONA
JHOS-2
JHOS-3
JHOS-4
JHSK-rec
JHTKI-col-L
JHTSK-col-L
JHU-011
JHU-022
JHU-029
JHUAS-1
JHUAS-2-L
JHUCS-1
JHUCS-3
JHUEM-1
JHUEM-14
JHUEM-2
JHUEM-3
JHUEM-7
JHUS-nk1
JIM1
JIMT-1
JJ012
JJN-3
JK-1
JKT-beta-del
JL-1
JM
JM1
JMSU1
JOSK-I
JOSK-M
JSC-1
JTK-LCL
JURL-MK1
JURL-MK2
JVM-13
JVM-2
JVM-3
Ja Bos
Ja Coo
Jay Sen
Jiyoye
Jo Per
Jurkat
Jurkat (Clone E6-1)
K-562
K1
K19
K2
K4
K6H6/B5
K8
KAI3
KALS-1
KARPAS-1106P
KARPAS-1718
KARPAS-231
KARPAS-299
KARPAS-384
KARPAS-417
KARPAS-422
KARPAS-45
KARPAS-620
KATO II
KATO III
KB
KBM-7
KCI-MOH1
KCL-22
KD
KE-37
KE-39
KE-97
KEL FIB
KELLY
KG-1
KG-1-C
KG-1a
KGN
KHM-10B
KHM-1B
KHM-3S
KHM-5M
KHYG-1
KINGS-1
KLE
KLM-1
KM-12
KM-H2
KMA
KMBC-2
KML-1
KMLS-1
KMM-1
KMOE-2
KMPC-3
KMRC-1
KMRC-2
KMRC-20
KMRC-3
KMRC-5
KMRM-M1
KMS-11
KMS-12-BM
KMS-12-PE
KMS-20
KMS-21BM
KMS-26
KMS-27
KMS-28BM
KMS-28PE
KMS-34
KMS-6
KMST-6
KMST-6/T
KNS-42
KNS-60
KNS-62
KNS-81
KNS-81-FD
KNS-89
KO51
KO52
KOIA-LCL
KON
KOPN-8
KOSC-2 cl3-43
KOSC-3
KP-1N
KP-1NL
KP-2
KP-3
KP-3L
KP-N-NS
KP-N-RT-BM-1
KP-N-SI9s
KP-N-YN
KP4
KP4-1
KP4-2
KP4-3
KPL-1
KPL-4
KR-12
KS-1
KU-19-19
KU-SN
KU812
KURAMOCHI
KY821
KY821A3
KYM-1
KYO-1
KYSE-110
KYSE-140
KYSE-150
KYSE-170
KYSE-180
KYSE-220
KYSE-270
KYSE-30
KYSE-410
KYSE-450
KYSE-50
KYSE-510
KYSE-520
KYSE-70
Kasumi-1
Kasumi-2
Kasumi-3
Kasumi-4
Kasumi-6
KhES-1
KhES-2
KhES-3
Ki-JK
L-1236
L-132
L-363
L-41
L-428
L-540
L-591
L-82
LA-N-1
LA-N-2
LA-N-5
LA1-55n
LA1-5s
LAMA-84
LAMA-87
LB173
LB182
LB185
LB198
LB199
LB205
LB242
LB253
LB277
LB316
LB42
LB443
LB541
LB58
LB687
LB7
LB707
LB708
LB750
LB81
LB823
LB83
LC-1/sq
LC-1F
LC-2/ad
LC4-1
LCAM1
LCL-HO
LCL-WEI
LCLC-103H
LCLC-97TM1
LI90
LK-1
LK-2
LL 24
LL 29 (AnHa)
LL 47 (MaDo)
LL 86 (LeSa)
LL 97A (AlMy)
LMSU
LN-18
LN-229
LN-405
LNCAP
LNZTA3WT11
LNZTA3WT4
LOU-NH91
LOX-IMVI
LP-1
LS-123
LS-174T
LS-180
LS1034
LS3-10
LS411N
LS513
LTR228
LU65
LU65A
LU65B
LU65C
LU99
LU99A
LU99B
LU99C
LUDLU-1
LXF-289
LXFA 1041
LXFA 644
LXFA 983
LXFL529
La Bel
La Bel II
Le Ana
Lei Cap
Lewis Lung
Li-7
Lo Ren
Lo Wen
LoVo
Loucy
Lu Rob
Lu Vin
Lu-134-A
