"Cancer Type (1=Undefined, 2=Breast, 3=Male Prostate, 4=Lung)","Gender Index (1=Female, 2=Male, 3=Unspecified)","Ethnicity Index (1=Asian, 2=Black, 3=Hispanic,4=Native American, 5=White, 6=Unspecified)","Contaminant Status Index(0=Uncontaminated, 1=Contaminated, Derivative Line, 3=Nomenclature, 4=Parental, 5=Unresolved)","Donor Age (Years, -10=Unspecified)",Founding Year of Cell Line (-10=Undefined)
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,21,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,5,0,54,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,0.3,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,66,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,2,0.4,-10
1,3,1,2,0.4,-10
1,3,1,2,0.4,-10
1,3,1,2,0.4,-10
1,3,6,0,-10,-10
1,3,1,0,0.2,-10
1,3,6,0,0.2,-10
1,3,6,0,0.2,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,0.3,-10
1,3,5,0,0.1,-10
1,3,2,0,0,-10
1,3,6,0,-10,-10
1,3,1,5,0.2,-10
1,3,1,5,0.2,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,58,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,3,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,3,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,5,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,5,0,0.7,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,0.2,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,26,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,5,22,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,5,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,0.4,-10
1,3,6,0,-10,-10
1,3,5,0,0.3,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,5,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,4,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,5,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,4,-10,-10
1,3,6,1,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
2,1,6,4,21,-10
2,1,6,4,21,-10
2,1,5,2,43,1990
2,1,5,0,74,1958
2,1,5,0,60,1978
2,1,5,0,23,1978
2,1,5,0,72,1978
2,1,6,0,43,2012
2,1,6,0,58,1994
2,1,6,0,45,2012
2,1,6,0,35,1994
2,1,5,0,51,1975
2,1,5,0,70,1979
2,1,5,0,50,1984
2,1,5,2,46,2009
2,1,5,2,46,2015
2,1,5,2,46,2015
2,1,6,0,-10,1976
2,1,6,0,-10,1982
2,1,5,1,27,1982
2,1,2,2,67,1998
2,1,2,2,67,1998
2,1,6,0,-10,-10
2,1,5,0,52,1994
2,1,5,0,41,1998
2,1,2,0,38,-10
2,1,2,0,73,-10
2,1,5,0,43,1994
2,1,3,0,42,1994
2,1,5,2,49,1995
2,1,2,0,32,1995
2,1,2,0,70,1998
2,1,5,2,44,1998
2,1,3,0,28,1998
2,1,2,0,60,1997
2,1,5,2,23,1995
2,1,1,2,61,1995
2,1,5,0,82,1992
2,1,2,0,48,1996
2,1,6,0,-10,1998
2,1,5,0,38,1996
2,1,6,0,57,-10
2,1,3,0,42,-10
2,1,3,0,57,-10
2,1,6,0,-10,2009
2,1,5,0,58,-10
2,1,6,0,40,-10
2,1,2,0,75,-10
2,1,2,0,57,-10
2,1,2,0,70,-10
2,1,5,0,50,1992
2,1,6,0,62,-10
2,1,2,0,49,1992
2,1,1,0,41,1998
2,1,5,1,50,2000
2,1,6,1,35,-10
2,1,6,0,-10,-10
2,1,6,0,-10,1987
2,1,5,0,11,-10
2,1,5,0,66,-10
2,1,5,0,37,-10
2,1,5,0,42,-10
2,1,5,0,47,-10
2,1,5,0,49,-10
2,1,5,0,55,-10
2,1,5,0,78,-10
2,1,5,0,28,-10
2,1,5,0,53,-10
2,1,6,0,35,-10
2,1,6,0,-10,-10
2,1,5,0,74,-10
2,1,5,0,74,-10
2,1,5,0,61,-10
2,1,5,0,44,-10
2,1,5,0,71,-10
2,1,1,0,52,-10
2,1,5,0,47,-10
2,1,5,0,71,-10
2,1,5,0,48,-10
2,1,5,0,61,-10
2,1,6,0,42,-10
2,1,5,0,21,-10
2,1,6,0,53,-10
2,1,6,0,62,-10
2,1,5,1,69,-10
2,1,1,0,52,-10
2,1,2,0,48,-10
2,1,5,2,36,-10
2,1,5,2,36,-10
2,1,5,2,36,-10
2,1,5,2,60,-10
2,1,5,2,60,-10
2,1,5,4,69,-10
2,1,5,2,36,-10
2,1,5,2,48,-10
2,1,5,0,47,-10
2,1,2,0,44,-10
2,1,2,0,56,-10
2,1,5,4,51,-10
2,1,5,0,43,-10
2,1,5,0,40,-10
2,1,6,0,38,-10
2,1,5,0,43,-10
2,1,5,4,48,-10
2,1,2,0,51,-10
2,1,6,0,-10,-10
2,1,6,0,46,-10
2,1,1,2,53,-10
2,1,1,2,53,-10
2,1,5,2,43,-10
2,1,6,0,-10,-10
2,1,6,0,-10,-10
2,1,6,0,-10,-10
2,1,6,0,-10,-10
2,1,6,0,-10,-10
2,1,6,0,-10,-10
2,1,5,0,25,-10
2,1,6,0,54,-10
2,1,6,0,43,-10
2,1,5,0,57,-10
2,1,6,2,47,-10
2,1,6,2,47,-10
2,1,6,0,69,-10
2,1,5,4,63,-10
2,1,5,4,63,-10
2,1,5,4,63,-10
2,1,2,0,47,-10
2,2,6,0,52,-10
2,2,6,0,43,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
2,3,6,0,-10,-10
3,2,5,1,69,-10
3,2,6,2,-10,-10
3,2,5,1,69,-10
3,2,6,0,-10,-10
3,2,5,0,50,-10
3,2,2,4,63,-10
3,2,5,0,63,-10
3,2,5,1,69,-10
3,2,5,4,62,-10
3,2,6,0,35,-10
3,2,6,0,33,-10
3,2,5,0,67,-10
3,2,5,4,54,-10
3,2,5,4,54,-10
3,2,6,2,-10,-10
3,2,5,4,54,-10
3,2,5,4,54,-10
3,2,5,4,54,-10
3,2,5,4,54,-10
3,2,5,4,54,-10
3,3,6,0,-10,-10
3,3,1,0,-10,-10
3,3,6,0,-10,-10
4,1,5,0,-10,-10
4,1,5,4,47,-10
4,1,5,0,61,-10
4,1,2,0,0.3,-10
4,1,5,0,20,-10
4,1,2,0,0.1,-10
4,1,5,0,4,-10
4,1,5,0,0,-10
4,1,6,0,47,-10
4,1,6,1,57,-10
4,1,6,1,57,-10
4,1,6,0,-10,-10
4,1,6,0,-10,-10
4,1,6,0,58,-10
4,1,6,0,50,-10
4,1,5,0,-10,-10
4,1,5,0,54,-10
4,1,5,0,52,-10
4,1,2,0,58,-10
4,1,5,0,61,-10
4,1,5,0,50,-10
4,1,5,0,35,-10
4,1,5,0,69,-10
4,1,5,0,58,-10
4,1,5,0,71,-10
4,1,6,0,70,-10
4,1,6,0,52,-10
4,1,5,0,64,-10
4,1,6,0,52,-10
4,1,5,0,55,-10
4,1,6,0,80,-10
4,1,5,0,75,-10
4,1,5,0,68,-10
4,1,6,0,67,-10
4,1,6,0,54,-10
4,1,6,0,49,-10
4,1,5,0,59,-10
4,1,5,0,39,-10
4,1,5,0,41,-10
4,1,6,0,0.3,-10
4,1,1,0,0.3,-10
4,1,6,2,-10,-10
4,1,2,0,54,-10
4,1,6,0,60,-10
4,1,5,0,60,-10
4,1,5,0,0.3,-10
4,1,1,0,51,-10
4,1,5,0,26,-10
4,1,6,0,64,-10
4,1,1,0,67,-10
4,1,1,0,42,-10
4,1,5,0,0.3,-10
