"Cancer Type (1=Undefined, 2=Breast, 3=Male Prostate, 4=Lung)","Gender Index (1=Female, 2=Male, 3=Unspecified)","Ethnicity Index (1=Asian, 2=Black, 3=Hispanic,4=Native American, 5=White, 6=Unspecified)","Contaminant Status Index(0=Uncontaminated, 1=Contaminated, Derivative Line, 3=Nomenclature, 4=Parental, 5=Unresolved)","Donor Age (Years, -10=Unspecified)",Founding Year of Cell Line (-10=Undefined)
1,2,2,0,16,-10
1,2,5,0,45,-10
1,2,6,0,12,-10
1,2,1,0,72,-10
1,2,5,2,30,-10
1,2,5,2,30,-10
1,2,5,0,10,-10
1,2,6,0,28,-10
1,2,6,0,13,-10
1,2,5,0,56,-10
1,2,6,0,60,-10
1,2,2,0,3,-10
1,2,6,0,49,-10
1,2,5,4,37,-10
1,2,1,2,33,-10
1,2,1,2,33,-10
1,2,6,0,-10,-10
1,2,1,0,-10,-10
1,2,6,0,68,-10
1,2,6,0,61,-10
1,2,1,0,77,-10
1,2,5,0,41,-10
1,2,6,0,82,-10
1,2,6,2,10,-10
1,2,6,0,28,-10
1,2,6,0,14,-10
1,2,5,4,53,-10
1,2,5,4,53,-10
1,2,5,4,53,-10
1,2,1,0,65,-10
1,2,5,0,56,-10
1,2,5,0,48,-10
1,2,1,0,69,-10
1,2,6,1,20,-10
1,2,6,1,20,-10
1,2,6,0,74,-10
1,2,5,4,30,-10
1,2,5,4,30,-10
1,2,6,0,61,-10
1,2,2,2,7,-10
1,2,1,0,-10,-10
1,2,1,4,14,-10
1,2,1,4,14,-10
1,2,5,0,72,-10
1,2,2,0,22,-10
1,2,5,0,21,-10
1,2,5,0,16,-10
1,2,2,1,7,-10
1,2,6,0,11,-10
1,2,5,0,70,-10
1,2,2,0,26,-10
1,2,5,4,53,-10
1,2,6,2,-10,-10
1,2,1,0,-10,-10
1,2,6,2,-10,-10
1,2,6,2,-10,-10
1,2,6,0,14,-10
1,2,6,0,-10,-10
1,2,6,0,14,-10
1,2,6,0,-10,-10
1,2,6,0,14,-10
1,2,1,0,80,-10
1,2,1,0,54,-10
1,2,2,1,7,-10
1,2,6,0,62,-10
1,2,6,0,14,-10
1,2,5,4,37,-10
1,2,5,4,37,-10
1,2,6,0,14,-10
1,2,6,0,14,-10
1,2,6,2,73,-10
1,2,6,2,73,-10
1,2,6,0,-10,-10
1,2,6,0,73,-10
1,2,6,0,13,-10
1,2,6,0,25,-10
1,2,6,0,56,-10
1,2,6,0,2,-10
1,2,1,0,7,-10
1,2,6,0,15,-10
1,2,1,0,57,-10
1,2,1,0,64,-10
1,2,6,4,61,-10
1,2,5,4,59,-10
1,2,5,2,59,-10
1,2,1,0,41,-10
1,2,6,0,53,-10
1,2,6,0,15,-10
1,2,6,0,37,-10
1,2,1,0,62,-10
1,2,1,1,62,-10
1,2,1,0,50,-10
1,2,1,0,52,-10
1,2,6,0,46,-10
1,2,1,2,38,-10
1,2,1,2,28,-10
1,2,1,2,28,-10
1,2,1,1,22,-10
1,2,1,4,22,-10
1,2,6,0,34,-10
1,2,6,0,49,-10
1,2,6,0,51,-10
1,2,6,0,56,-10
1,2,6,0,16,-10
1,2,6,0,62,-10
1,2,6,0,67,-10
1,2,6,0,58,-10
1,2,6,0,1,-10
1,2,6,0,58,-10
1,2,6,0,4,-10
1,2,6,0,30,-10
1,2,6,0,51,-10
1,2,6,0,41,-10
1,2,6,0,1,-10
1,2,5,1,5,-10
1,2,5,0,81,-10
1,2,5,0,81,-10
1,2,6,0,-10,-10
1,2,5,2,62,-10
1,2,5,2,62,-10
1,2,6,0,56,-10
1,2,6,0,56,-10
1,2,6,0,56,-10
1,2,5,0,10,-10
1,2,5,0,6,-10
1,2,5,0,50,-10
1,2,1,0,66,-10
1,2,6,0,20,-10
1,2,6,0,-10,-10
1,2,5,0,33,-10
1,2,6,0,-10,-10
1,2,6,0,20,-10
1,2,6,0,44,-10
1,2,6,0,55,-10
1,2,1,0,52,-10
1,2,5,2,11.5,-10
1,2,6,2,19,-10
1,2,6,2,19,-10
1,2,6,0,19,-10
1,2,6,2,64,-10
1,2,6,2,64,-10
1,2,6,0,62,-10
1,2,6,4,29,-10
1,2,6,0,26,-10
1,2,6,0,10,-10
1,2,1,0,50,-10
1,2,6,0,82,-10
1,2,6,0,14,-10
1,2,6,0,26,-10
1,2,6,4,19,-10
1,2,2,1,11,-10
1,2,5,2,42,-10
1,2,2,0,60,-10
1,2,5,0,60,-10
1,2,5,0,-10,-10
1,2,5,0,54,-10
1,2,5,0,58,-10
1,2,5,2,57,-10
1,2,5,0,72,-10
1,2,5,2,65,-10
1,2,5,0,69,-10
1,2,5,2,-10,-10
1,2,2,2,36,-10
1,2,5,0,65,-10
1,2,5,2,58,-10
1,2,5,0,50,-10
1,2,5,0,67,-10
1,2,5,4,50,-10
1,2,5,2,50,-10
1,2,5,0,73,-10
1,2,5,0,43,-10
1,2,6,0,65,-10
1,2,6,0,57,-10
1,2,6,0,77,-10
1,2,6,0,52,-10
1,2,6,0,48,-10
1,2,6,0,76,-10
1,2,1,0,64,-10
1,2,6,0,14,-10
1,2,6,0,-10,-10
1,2,6,0,7,-10
1,2,1,0,8,-10
1,2,2,1,7,-10
1,2,2,2,7,-10
1,2,1,0,45,-10
1,2,5,4,-10,-10
1,2,6,0,24,-10
1,2,2,4,11,-10
1,2,6,4,3,-10
1,2,6,0,-10,-10
1,2,6,0,61,-10
1,2,6,0,52,-10
1,2,6,0,3,-10
1,2,6,0,69,-10
1,2,5,1,33,-10
1,2,5,0,29,-10
1,2,5,0,32,-10
1,2,6,4,61,-10
1,2,5,4,37,-10
1,2,6,0,67,-10
1,2,6,0,37,-10
1,2,6,0,63,-10
1,2,6,0,54,-10
1,2,1,0,76,-10
1,2,1,0,22,-10
1,2,5,1,5,-10
1,2,6,1,61,-10
1,2,6,3,11,-10
1,2,6,3,11,-10
1,2,6,2,10,-10
1,2,6,0,10,-10
1,2,6,0,25,-10
1,2,6,0,-10,-10
1,2,6,0,38,-10
1,2,6,0,43,-10
1,2,6,0,59,-10
1,2,5,0,8,-10
1,2,6,0,37,-10
1,2,5,0,8,-10
1,2,6,0,74,-10
1,2,6,0,-10,-10
1,2,6,0,28,-10
1,2,6,0,2,-10
1,2,6,4,10,-10
1,2,5,1,33,-10
1,2,1,4,35,-10
1,2,1,4,35,-10
1,2,1,4,35,-10
1,2,6,4,1,-10
1,2,5,2,5,-10
1,2,6,0,19,-10
1,2,6,0,62,-10
1,2,6,0,62,-10
1,2,5,0,29,-10
1,2,6,0,-10,-10
1,2,5,4,37,-10
1,2,1,0,9,-10
1,2,6,4,53,-10
1,2,5,0,42,-10
1,2,6,0,7,-10
1,2,5,4,37,-10
1,2,6,0,-10,-10
1,2,5,4,37,-10
1,2,5,0,37,-10
1,2,6,0,23,-10
1,2,6,2,53,-10
1,2,6,0,57,-10
1,2,6,0,64,-10
1,2,5,0,5,-10
1,2,5,2,5,-10
1,2,5,4,5,-10
1,2,1,0,82,-10
1,2,5,0,41,-10
1,2,5,0,37,-10
1,2,6,0,15,-10
1,2,5,0,70,-10
1,2,5,4,19,-10
1,2,5,4,19,-10
1,2,5,4,19,-10
1,2,5,4,19,-10
1,2,6,0,10,-10
1,2,6,0,76,-10
1,2,5,2,35,-10
1,2,5,0,64,-10
1,2,5,0,21,-10
1,2,5,0,18,-10
1,2,5,0,17,-10
1,2,5,5,13,-10
1,2,5,0,2,-10
1,2,5,0,13,-10
1,2,5,0,12,-10
1,2,5,0,60,-10
1,2,2,0,27,-10
1,2,5,4,22,-10
1,2,5,1,22,-10
1,2,5,2,20,-10
1,2,5,0,14,-10
1,2,6,0,40,-10
1,2,5,2,20,-10
1,2,5,2,20,-10
1,2,5,2,20,-10
1,2,5,1,20,-10
1,2,5,1,20,-10
1,2,5,2,20,-10
1,2,5,0,20,-10
1,2,5,5,12,-10
1,2,5,0,30,-10
1,2,5,4,35,-10
1,2,5,2,35,-10
1,2,5,0,14,-10
1,2,5,0,12,-10
1,2,1,0,18,-10
1,2,1,0,16,-10
1,2,6,0,15,-10
1,2,1,0,11,-10
1,2,6,0,-10,-10
1,2,5,1,35,-10
1,2,5,4,19,-10
1,2,2,0,-10,-10
1,2,5,0,18,-10
1,2,5,0,17,-10
1,2,6,0,22,-10
1,2,5,0,0.5,-10
1,2,5,0,41,-10
1,2,6,0,62,-10
1,2,6,0,2,-10
1,2,1,0,40,-10
1,2,6,0,26,-10
1,2,5,0,17,-10
1,2,1,0,40,-10
1,2,5,1,50,-10
1,2,6,0,63,-10
1,2,6,0,-10,-10
1,2,6,0,36,-10
1,2,6,0,65,-10
1,2,6,4,75,-10
1,2,6,4,2,-10
1,2,6,4,2,-10
1,2,6,0,57,-10
1,2,6,0,1.1,-10
1,2,6,2,1.8,-10
1,2,5,0,6,-10
1,2,6,4,0.3,-10
1,2,6,0,35,-10
1,2,1,0,61,-10
1,2,6,0,49,-10
1,2,6,1,55,-10
1,2,6,0,1,-10
1,2,5,0,37,-10
1,2,6,0,48,-10
1,2,5,0,76,-10
1,2,5,4,1.1,-10
1,2,6,0,13,-10
1,2,6,0,-10,-10
1,2,6,0,16,-10
1,2,6,0,55,-10
1,2,6,2,65,-10
1,2,6,2,65,-10
1,2,6,4,75,-10
1,2,6,0,2,-10
1,2,6,0,2,-10
1,2,5,0,65,-10
1,2,6,2,33,-10
1,2,6,2,33,-10
1,2,5,0,4,-10
1,2,6,0,2,-10
1,2,6,0,1.3,-10
1,2,6,2,1.8,-10
1,2,6,0,3,-10
1,2,1,0,3,-10
1,2,1,0,5,-10
1,2,1,0,3,-10
1,2,1,0,2,-10
1,2,6,0,1.3,-10
1,2,6,0,62,-10
1,2,5,0,1.8,-10
1,2,6,0,2,-10
1,2,6,4,2,-10
1,2,6,0,-10,-10
1,2,5,0,11,-10
1,2,6,4,75,-10
1,2,5,0,72,-10
1,2,5,0,68,-10
1,2,5,0,61,-10
1,2,6,4,1.7,-10
1,2,6,4,1.7,-10
1,2,6,4,75,-10
1,2,6,4,1.7,-10
1,2,5,1,50,-10
1,2,5,1,50,-10
1,2,6,4,75,-10
1,2,6,4,75,-10
1,2,6,0,40,-10
1,2,5,0,3.5,-10
1,2,5,0,4,-10
1,2,6,0,66,-10
1,2,5,0,32,-10
1,2,5,0,63,-10
1,2,5,0,56,-10
1,2,5,0,55,-10
1,2,5,0,33,-10
1,2,6,2,-10,-10
1,2,5,4,72,-10
1,2,5,4,72,-10
1,2,5,0,7,-10
1,2,6,0,-10,-10
1,2,6,0,45,-10
1,2,5,4,70,-10
1,2,5,4,70,-10
1,2,5,4,70,-10
1,2,6,0,69,-10
1,2,6,1,-10,-10
1,2,6,0,68,-10
1,2,2,0,60,-10
1,2,6,0,54,-10
1,2,6,1,45,-10
1,2,2,0,59,-10
1,2,6,1,45,-10
1,2,6,2,-10,-10
1,2,6,1,-10,-10
1,2,6,1,-10,-10
1,2,6,1,-10,-10
1,2,5,0,71,-10
1,2,5,0,-10,-10
1,2,6,0,70,-10
1,2,5,4,56,-10
1,2,5,0,69,-10
1,2,6,0,-10,-10
1,2,5,0,65,-10
1,2,6,0,71,-10
1,2,5,0,73,-10
1,2,6,0,72,-10
1,2,5,0,35,-10
1,2,6,0,29,-10
1,2,5,0,51,-10
1,2,5,0,51,-10
1,2,1,0,89,-10
1,2,5,0,68,-10
1,2,5,0,79,-10
1,2,5,4,53,-10
1,2,5,4,53,-10
1,2,5,0,0.3,-10
1,2,6,0,-10,-10
1,2,1,0,65,-10
1,2,2,0,25,-10
1,2,1,0,63,-10
1,2,1,0,50,-10
1,2,1,0,53,-10
1,2,1,0,78,-10
1,2,1,0,79,-10
1,2,1,0,64,-10
1,2,1,0,51,-10
1,2,1,0,59,-10
1,2,1,0,58,-10
1,2,1,0,77,-10
1,2,6,0,72,-10
1,2,6,0,74,-10
1,2,6,2,67,-10
1,2,6,2,67,-10
1,2,6,0,-10,-10
1,2,6,0,57,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,19,-10
1,2,2,0,-10,-10
1,2,6,0,1,-10
1,2,6,0,4,-10
1,2,6,0,-10,-10
1,2,6,0,0.3,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,68,-10
1,2,1,0,43,-10
1,2,1,0,45,-10
1,2,5,0,-10,-10
1,2,5,0,57,-10
1,2,5,0,-10,-10
1,2,5,0,58,-10
1,2,6,0,78,-10
1,2,5,0,22,-10
1,2,6,0,64,-10
1,2,5,4,49,-10
1,2,5,0,69,-10
1,2,6,0,75,-10
1,2,1,0,22,-10
1,2,1,0,10,-10
1,2,5,0,0.3,-10
1,2,3,0,61,-10
1,2,5,0,50,-10
1,2,5,0,68,-10
1,2,6,0,49,-10
1,2,6,0,0.4,-10
1,2,1,0,-10,-10
1,2,1,0,-10,-10
1,2,1,0,-10,-10
1,2,5,4,49,-10
1,2,1,0,-10,-10
1,2,6,0,43,-10
1,2,5,0,75,-10
1,2,6,0,46,-10
1,2,1,0,69,-10
1,2,1,0,-10,-10
1,2,1,0,38,-10
1,2,1,0,60,-10
1,2,6,0,-10,-10
1,2,2,0,60,-10
1,2,6,0,24,-10
1,2,5,4,15,-10
1,2,5,4,15,-10
1,2,5,4,15,-10
1,2,5,4,15,-10
1,2,5,4,15,-10
1,2,2,4,8,-10
1,2,2,0,8,-10
1,2,2,4,8,-10
1,2,5,4,15,-10
1,2,6,2,68,-10
1,2,6,2,68,-10
1,2,1,0,53,-10
1,2,1,0,1,-10
1,2,1,4,57,-10
1,2,1,0,57,-10
1,2,1,0,51,-10
1,2,6,0,50,-10
1,2,1,0,53,-10
1,2,6,0,45,-10
1,2,5,4,52,-10
1,2,1,0,24,-10
1,2,1,0,42,-10
1,2,1,0,40,-10
1,2,1,0,52,-10
1,2,1,0,43,-10
1,2,1,0,74,-10
1,2,5,4,56,-10
1,2,1,0,27,-10
1,2,1,0,68,-10
1,2,1,0,52,-10
1,2,5,0,-10,-10
1,2,1,4,-10,-10
1,2,1,0,-10,-10
1,2,1,0,-10,-10
1,2,1,0,-10,-10
1,2,1,0,-10,-10
1,2,1,0,-10,-10
1,2,5,0,28,-10
1,2,1,0,60,-10
1,2,6,0,72,-10
1,2,6,0,69,-10
1,2,1,0,76,-10
1,2,6,0,51,-10
1,2,1,4,-10,-10
1,2,6,0,82,-10
1,2,6,0,-10,-10
1,2,6,0,60,-10
1,2,1,0,63,-10
1,2,5,0,84,-10
1,2,5,0,50,-10
1,2,5,0,52,-10
1,2,5,0,40,-10
1,2,5,0,56,-10
1,2,5,0,-10,-10
1,2,5,0,-10,-10
1,2,5,0,46,-10
1,2,1,0,66,-10
1,2,1,0,60,-10
1,2,2,1,74,-10
1,2,5,1,56,-10
1,2,1,0,69,-10
1,2,1,0,75,-10
1,2,1,0,75,-10
1,2,1,2,50,-10
1,2,1,2,50,-10
1,2,1,2,50,-10
1,2,1,2,50,-10
1,2,5,4,65,-10
1,2,5,0,70,-10
1,2,5,0,85,-10
1,2,5,2,-10,-10
1,2,5,4,56,-10
1,2,5,2,-10,-10
1,2,1,0,73,-10
1,2,5,0,56,-10
1,2,1,0,64,-10
1,2,1,2,52,-10
1,2,1,2,52,-10
1,2,1,2,52,-10
1,2,1,0,43,-10
1,2,2,0,48,-10
1,2,6,4,-10,-10
1,2,6,4,-10,-10
1,2,2,0,0.2,-10
1,2,2,0,0.3,-10
1,2,5,0,0.8,-10
1,2,5,0,0.4,-10
1,2,5,5,-10,-10
1,2,6,4,-10,-10
1,2,1,0,59,-10
1,2,6,0,62,-10
1,2,1,0,72,-10
1,2,6,0,54,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,5,0,62,-10
1,2,5,2,65,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,5,0,48,-10
1,2,6,0,78,-10
1,2,6,0,56,-10
1,2,1,0,-10,-10
1,2,1,0,65,-10
1,2,5,0,53,-10
1,2,1,0,-10,-10
1,2,5,0,54,-10
1,2,5,0,32,-10
1,2,6,0,52,-10
1,2,5,0,74,-10
1,2,5,0,6,-10
1,2,5,4,17,-10
1,2,5,1,17,-10
1,2,6,0,51,-10
1,2,6,0,51,-10
1,2,6,0,56,-10
1,2,6,0,55,-10
1,2,6,0,49,-10
1,2,2,0,20,-10
1,2,6,0,-10,-10
1,2,5,0,20,-10
1,2,1,0,37,-10
1,2,1,0,53,-10
1,2,1,0,51,-10
1,2,1,0,48,-10
1,2,1,0,70,-10
1,2,5,2,56,-10
1,2,5,0,43,-10
1,2,6,0,0.5,-10
1,2,6,0,14,-10
1,2,5,0,1,-10
1,2,6,0,58,-10
1,2,6,2,36,-10
1,2,6,2,36,-10
1,2,1,0,0.6,-10
1,2,6,0,14,-10
1,2,6,0,54,-10
1,2,6,0,13,-10
1,2,6,0,-10,-10
1,2,5,0,11,-10
1,2,5,2,53,-10
1,2,5,2,53,-10
1,2,5,0,24,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,38,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,2,0,2,-10
1,2,5,0,27,-10
1,2,2,0,7,-10
1,2,5,0,24,-10
1,2,5,0,21,-10
1,2,5,0,-10,-10
1,2,5,0,-10,-10
1,2,5,0,56,-10
1,2,6,0,16,-10
1,2,5,0,40,-10
1,2,5,0,34,-10
1,2,6,0,36,-10
1,2,6,0,-10,-10
1,2,5,0,43,-10
1,2,5,0,62,-10
1,2,6,0,67,-10
1,2,5,0,44,-10
1,2,6,0,16,-10
1,2,6,0,7,-10
1,2,2,0,0.4,-10
1,2,6,0,0.1,-10
1,2,6,0,4,-10
1,2,5,0,0,-10
1,2,6,0,20,-10
1,2,1,0,13,-10
1,2,2,0,6,-10
1,2,2,0,8,-10
1,2,6,0,62,-10
1,2,6,4,14,-10
1,2,6,4,14,-10
1,2,6,4,14,-10
1,2,5,4,43,-10
1,2,5,4,43,-10
1,2,5,4,43,-10
1,2,5,4,43,-10
1,2,5,4,43,-10
1,2,5,4,18,-10
1,2,6,0,12,-10
1,2,5,0,2.5,-10
1,2,1,0,59,-10
1,2,6,0,-10,-10
1,2,6,0,18,-10
1,2,1,0,55,-10
1,2,6,4,0.3,-10
1,2,5,0,31,-10
1,2,6,0,66,-10
1,2,5,5,36,-10
1,2,5,4,18,-10
1,2,5,0,13,-10
1,2,6,0,0,-10
1,2,5,0,37,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,6,2,0.4,-10
1,2,5,0,6,-10
1,2,1,0,62,-10
1,2,5,2,56,-10
1,2,5,0,62,-10
1,2,2,0,-10,-10
1,2,6,0,-10,-10
1,2,5,0,69,-10
1,2,5,0,69,-10
1,2,5,0,26,-10
1,2,5,0,13,-10
1,2,5,0,9,-10
1,2,2,0,69,-10
1,2,5,1,22,-10
1,2,1,0,53,-10
1,2,5,2,20,-10
1,2,5,0,14,-10
1,2,6,0,40,-10
1,2,5,0,58,-10
1,2,5,0,58,-10
1,2,5,0,5,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,5,0,57,-10
1,2,5,0,51,-10
1,2,4,0,-10,-10
1,2,1,0,75,-10
1,2,1,0,75,-10
1,2,5,0,58,-10
1,2,5,0,29,-10
1,2,6,0,42,-10
1,2,6,2,26,-10
1,2,6,2,26,-10
1,2,6,0,27,-10
1,2,6,0,25,-10
1,2,6,0,47,-10
1,2,5,0,43,-10
1,2,5,0,43,-10
1,2,6,0,5,-10
1,2,6,0,25,-10
1,2,6,0,5,-10
1,2,5,0,78,-10
1,2,1,0,0,-10
1,2,1,0,-10,-10
1,2,1,0,-10,-10
1,2,1,0,-10,-10
1,2,6,0,11,-10
1,2,1,0,11,-10
1,2,5,1,-10,-10
1,2,6,0,6,-10
1,2,6,0,9,-10
1,2,6,0,23,-10
1,2,6,0,53,-10
1,2,6,0,3,-10
1,2,6,0,28,-10
1,2,6,0,14,-10
1,2,1,0,63,-10
1,2,5,0,29,-10
1,2,5,0,60,-10
1,2,5,0,67,-10
1,2,6,0,51,-10
1,2,5,0,67,-10
1,2,6,0,3,-10
1,2,6,0,36,-10
1,2,1,0,6,-10
1,2,1,0,-10,-10
1,2,6,0,0,-10
1,2,1,0,45,-10
1,2,1,0,35,-10
1,2,1,0,56,-10
1,2,1,0,61,-10
1,2,1,0,45,-10
1,2,6,0,14,-10
1,2,5,0,0,-10
1,2,2,0,0.3,-10
1,2,5,0,44,-10
1,2,6,0,72,-10
1,2,1,0,63,-10
1,2,1,0,66,-10
1,2,1,0,75,-10
1,2,1,0,37,-10
1,2,6,0,-10,-10
1,2,5,0,74,-10
1,2,1,0,55,-10
1,2,1,0,55,-10
1,2,1,0,55,-10
1,2,1,2,63,-10
1,2,1,2,63,-10
1,2,1,0,55,-10
1,2,1,0,77,-10
1,2,1,0,52,-10
1,2,6,0,72,-10
1,2,1,1,37,-10
1,2,6,0,39,-10
1,2,1,4,37,-10
1,2,6,0,-10,-10
1,2,6,0,72,-10
1,2,1,0,41,-10
1,2,1,0,46,-10
1,2,1,0,44,-10
1,2,6,0,53,-10
1,2,6,0,34,-10
1,2,6,0,48,-10
1,2,6,0,68,-10
1,2,6,0,53,-10
1,2,1,0,63,-10
1,2,5,0,34,-10
1,2,5,0,0.3,-10
1,2,1,0,27,-10
1,2,1,5,24,-10
1,2,1,5,24,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,26,-10
1,2,1,0,20,-10
1,2,6,0,24,-10
1,2,5,2,22,-10
1,2,5,0,47,-10
1,2,5,2,22,-10
1,2,5,0,-10,-10
1,2,6,2,42,-10
1,2,6,2,42,-10
1,2,6,2,42,-10
1,2,6,2,42,-10
1,2,5,4,58,-10
1,2,2,0,47,-10
1,2,1,4,75,-10
1,2,5,4,58,-10
1,2,5,4,58,-10
1,2,1,0,65,-10
1,2,5,0,57,-10
1,2,1,1,79,-10
1,2,5,0,57,-10
1,2,5,0,-10,-10
1,2,5,0,-10,-10
1,2,5,0,-10,-10
1,2,5,0,56,-10
1,2,6,0,69,-10
1,2,6,0,57,-10
1,2,6,0,32,-10
1,2,6,0,74,-10
1,2,6,0,64,-10
1,2,1,0,64,-10
1,2,1,0,61,-10
1,2,6,0,45,-10
1,2,5,0,57,-10
1,2,6,0,55,-10
1,2,6,0,70,-10
1,2,6,0,55,-10
1,2,6,0,25,-10
1,2,1,4,75,-10
1,2,1,0,-10,-10
1,2,1,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,86,-10
1,2,5,0,52,-10
1,2,6,0,-10,-10
1,2,5,0,49,-10
1,2,5,0,61,-10
1,2,5,0,17,-10
1,2,1,0,30,-10
1,2,5,0,36,-10
1,2,5,0,69,-10
1,2,6,2,11,-10
1,2,6,4,11,-10
1,2,5,0,43,-10
1,2,6,0,45,-10
1,2,6,0,62,-10
1,2,6,0,88,-10
1,2,5,0,47,-10
1,2,6,0,76,-10
1,2,1,0,2,-10
1,2,5,0,63,-10
1,2,2,0,-10,-10
1,2,6,0,-10,-10
1,2,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,35,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,29,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,23,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,5,0,82,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,62,-10
1,3,6,0,56,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,4,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,2,-10,-10
1,3,1,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,1,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,6,0,-10,-10
1,3,1,0,-10,-10
